id,image_path,category,gender,baseColour,season,usage,productDisplayName
7736,/content/fashion_data/images/7736.jpg,Hats & Headwear,Men,Red,Fall,Casual,Puma Men Ferrari Lifestyle Red Cap
3396,/content/fashion_data/images/3396.jpg,Handbags & Clutches,Women,Blue,Winter,Casual,Murcia Women Turquoise Blue Handbag
43163,/content/fashion_data/images/43163.jpg,Watches,Men,White,Winter,Casual,Fastrack Men White Dial Watch
20603,/content/fashion_data/images/20603.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Baggit Women Selection Mayur Black Sling Bag
36766,/content/fashion_data/images/36766.jpg,Watches,Men,Black,Winter,Casual,Maxima Men Black Watch
45294,/content/fashion_data/images/45294.jpg,Watches,Women,Black,Winter,Casual,CASIO SHEEN Women Black Dial Watch SX041
46075,/content/fashion_data/images/46075.jpg,Belts,Men,Black,Summer,Casual,Lino Perros Men Black Leather Belt
27042,/content/fashion_data/images/27042.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Yelloe Black Animal Print Clutch
25715,/content/fashion_data/images/25715.jpg,Hats & Headwear,Unisex,Blue,Summer,Sports,ADIDAS Unisex Blue Cap
41250,/content/fashion_data/images/41250.jpg,Belts,Men,Brown,Summer,Formal,Arrow Men Black & Brown Reversible Belt
52647,/content/fashion_data/images/52647.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Mod'acc Women Black Handbag
33442,/content/fashion_data/images/33442.jpg,Handbags & Clutches,Women,Teal,Winter,Casual,Baggit Women Rade Doko Teal Handbag
20055,/content/fashion_data/images/20055.jpg,Scarves & Shawls,Women,Grey,Fall,Casual,United Colors Of Benetton Women Grey Muffler
47395,/content/fashion_data/images/47395.jpg,Handbags & Clutches,Women,Green,Summer,Casual,Baggit Women Green Handbag
16537,/content/fashion_data/images/16537.jpg,Hats & Headwear,Men,Blue,Fall,Casual,Probase Men Check Blue Cap
43735,/content/fashion_data/images/43735.jpg,Bracelets & Bangles,Women,Gold,Summer,Ethnic,Royal Diadem Set of 2 Golden Bangles
48927,/content/fashion_data/images/48927.jpg,Rings,Women,Silver,Summer,Casual,Lucera Women Silver Ring
30001,/content/fashion_data/images/30001.jpg,Watches,Women,White,Winter,Casual,Aspen Women White Dial Watch
29910,/content/fashion_data/images/29910.jpg,Watches,Men,Black,Winter,Casual,Police Men Black Dial Watch PL12170JSB
56213,/content/fashion_data/images/56213.jpg,Earrings,Women,Gold,Winter,Casual,Estelle Women Gold Earrings
15948,/content/fashion_data/images/15948.jpg,Ties & Bowties,Men,Burgundy,Fall,Formal,Turtle Men Stripes Burgundy Ties
21341,/content/fashion_data/images/21341.jpg,Sunglasses & Eyewear,Men,Steel,Winter,Casual,Pal Zileri Men Casual Steel Frame Sunglasses
4711,/content/fashion_data/images/4711.jpg,Watches,Unisex,Black,Winter,Sports,ADIDAS Unisex Toronto Hand Black Watch
47361,/content/fashion_data/images/47361.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Baggit Women Black Voodoo Gang Handbag
48329,/content/fashion_data/images/48329.jpg,Handbags & Clutches,Women,Purple,Summer,Casual,Pitaraa Women Purple Sling Bag
10250,/content/fashion_data/images/10250.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Murcia Women Hahk Brown Handbags
40520,/content/fashion_data/images/40520.jpg,Watches,Men,Cream,Winter,Casual,Titan Men Cream Dial Watch
37472,/content/fashion_data/images/37472.jpg,Watches,Men,Grey,Winter,Casual,Esprit Men Grey Dial Watch
35325,/content/fashion_data/images/35325.jpg,Earrings,Women,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings
51660,/content/fashion_data/images/51660.jpg,Watches,Men,Black,Winter,Casual,Fossil Men Black Dial Watch AM4384
17075,/content/fashion_data/images/17075.jpg,Belts,Women,Navy Blue,Winter,Casual,Lino Perros Women Weaved  Navy Blue Belt
18801,/content/fashion_data/images/18801.jpg,Belts,Men,Brown,Summer,Casual,Peter England Men Casual Brown Belt
42879,/content/fashion_data/images/42879.jpg,Handbags & Clutches,Women,Black,Summer,Casual,French Connection Women Black Buffy Clutch
12735,/content/fashion_data/images/12735.jpg,Hats & Headwear,Unisex,Black,Fall,Sports,Nike Unisex U Black Caps
43197,/content/fashion_data/images/43197.jpg,Watches,Women,Grey,Winter,Casual,Fastrack Women Grey Dial Watch
56677,/content/fashion_data/images/56677.jpg,Watches,Men,White,Winter,Casual,Maxima Men White Dial Watch
32332,/content/fashion_data/images/32332.jpg,Watches,Men,Steel,Winter,Casual,Q&Q Men Steel Digital Watch
37640,/content/fashion_data/images/37640.jpg,Handbags & Clutches,Women,Red,Summer,Casual,Wills Lifestyle Women Red Clutch
36792,/content/fashion_data/images/36792.jpg,Watches,Men,Black,Winter,Casual,Maxima Men Black Dial Attivo Watch
45260,/content/fashion_data/images/45260.jpg,Watches,Men,Black,Winter,Casual,CASIO G-Shock Men Black Digital Watch DW-5600E-1VDF G001
42884,/content/fashion_data/images/42884.jpg,Handbags & Clutches,Women,Beige,Summer,Casual,French Connection Women Beige Clutch
46418,/content/fashion_data/images/46418.jpg,Watches,Men,Olive,Winter,Casual,Timex Men Olive Green Dial Watch DV10
48582,/content/fashion_data/images/48582.jpg,Bracelets & Bangles,Men,Steel,Summer,Casual,Revv Men Steel Bracelet
5854,/content/fashion_data/images/5854.jpg,Handbags & Clutches,Women,Pink,Summer,Casual,ADIDAS Women Pink Handbag
5068,/content/fashion_data/images/5068.jpg,Watches,Men,Blue,Winter,Casual,Being Human Men Grey Dial Blue Strap Watch
45893,/content/fashion_data/images/45893.jpg,Watches,Men,Black,Winter,Casual,Maxima Ssteele Men Black Dial Watch
49662,/content/fashion_data/images/49662.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,United Colors of Benetton Women Sunglass
20860,/content/fashion_data/images/20860.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,United Colors of Benetton Women Casual Sunglasses
36905,/content/fashion_data/images/36905.jpg,Watches,Men,Black,Winter,Casual,Fossil Men Black Dial Watch ME1113
8121,/content/fashion_data/images/8121.jpg,Belts,Men,Brown,Winter,Casual,Fastrack Men Brown Belt
31912,/content/fashion_data/images/31912.jpg,Handbags & Clutches,Women,Green,Summer,Casual,Fabindia Women Green Sling Bag
8313,/content/fashion_data/images/8313.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Fastrack Women Nylon Black Handbag
49034,/content/fashion_data/images/49034.jpg,Rings,Women,Silver,Summer,Casual,Lucera Women Silver Ring
47992,/content/fashion_data/images/47992.jpg,Watches,Women,Black,Winter,Casual,Helix Women Black Watch
21946,/content/fashion_data/images/21946.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Murcia Women Casual Black Handbag
17418,/content/fashion_data/images/17418.jpg,Watches,Men,Black,Winter,Casual,CASIO ENTICER Men Black Analogue Watch BS112 
47368,/content/fashion_data/images/47368.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Baggit Brown Handbag
48320,/content/fashion_data/images/48320.jpg,Bracelets & Bangles,Women,Silver,Winter,Casual,Pitaraa Silver Omelette Thin Bracelet
9007,/content/fashion_data/images/9007.jpg,Handbags & Clutches,Women,Silver,Winter,Casual,Murcia Women Silver Black Purse Silver Handbags
29125,/content/fashion_data/images/29125.jpg,Sunglasses & Eyewear,Women,White,Winter,Casual,Vogue Women White Sunglasses
29919,/content/fashion_data/images/29919.jpg,Watches,Men,Black,Winter,Casual,Police Men Black Dial Chronograph Watch PL12699JS-02
48112,/content/fashion_data/images/48112.jpg,Belts,Women,Brown,Summer,Casual,Fossil Women Brown Belt
15941,/content/fashion_data/images/15941.jpg,Belts,Men,Black,Fall,Casual,Turtle Men Leather Black Belts
21348,/content/fashion_data/images/21348.jpg,Sunglasses & Eyewear,Men,Silver,Winter,Casual,Pal Zileri Men Casual Metal Frame Sunglasses
59252,/content/fashion_data/images/59252.jpg,Watches,Men,White,Winter,Casual,Titan Men White Dial Automatic Watch NB9365SL01
42870,/content/fashion_data/images/42870.jpg,Handbags & Clutches,Women,Purple,Summer,Casual,French Connection Women Purple Handbag
18206,/content/fashion_data/images/18206.jpg,Hats & Headwear,Men,Black,Fall,Casual,Manchester United Men Solid Black Cap
48576,/content/fashion_data/images/48576.jpg,Bracelets & Bangles,Men,Steel,Summer,Casual,Revv Men Steel Bracelet
45269,/content/fashion_data/images/45269.jpg,Watches,Men,Black,Summer,Casual,CASIO Youth Series Digital Men Black Small Dial Digital Watch W-210-1CVDF I065
53902,/content/fashion_data/images/53902.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Kiara Women Brown Handbag
40529,/content/fashion_data/images/40529.jpg,Watches,Women,White,Winter,Casual,Titan Women White Dial Watch
24850,/content/fashion_data/images/24850.jpg,Belts,Men,Brown,Summer,Formal,Indigo Nation Men Formal Brown Belts
18808,/content/fashion_data/images/18808.jpg,Belts,Men,Navy Blue,Summer,Casual,Peter England Men Casual Navy Blue Belt
51669,/content/fashion_data/images/51669.jpg,Sunglasses & Eyewear,Men,Silver,Winter,Casual,Louis Philippe Men Grey Sunglasses
48744,/content/fashion_data/images/48744.jpg,Bracelets & Bangles,Men,Steel,Summer,Casual,Revv Men Steel Bangle
18034,/content/fashion_data/images/18034.jpg,Handbags & Clutches,Women,Beige,Winter,Casual,Lino Perros Women Solid Beige Handbag
16992,/content/fashion_data/images/16992.jpg,Belts,Women,Black,Summer,Casual,Puma Women Dizzy  Black Belt
49696,/content/fashion_data/images/49696.jpg,Ties & Bowties,Men,Blue,Summer,Formal,Park Avenue Blue Patterned Tie
52671,/content/fashion_data/images/52671.jpg,Watches,Men,Navy Blue,Winter,Casual,Morellato Men Navy Blue Watch
8922,/content/fashion_data/images/8922.jpg,Belts,Men,White,Fall,Casual,Puma Men Cat  White Belt
50314,/content/fashion_data/images/50314.jpg,Ties & Bowties,Men,Brown,Summer,Formal,Park Avenue Men Brown Tie
49239,/content/fashion_data/images/49239.jpg,Hats & Headwear,Men,White,Fall,Casual,Arrow Men White Cap
33474,/content/fashion_data/images/33474.jpg,Belts,Women,Blue,Summer,Casual,Baggit Women Chotu Dum Blue Belt
20063,/content/fashion_data/images/20063.jpg,Scarves & Shawls,Women,Black,Fall,Casual,United Colors Of Benetton Women Black Muffler
58179,/content/fashion_data/images/58179.jpg,Handbags & Clutches,Women,Blue,Summer,Casual,Rocky S Women Blue Handbag
23282,/content/fashion_data/images/23282.jpg,Watches,Men,Off White,Winter,Casual,Maxima Men Off White Dial Watch
19911,/content/fashion_data/images/19911.jpg,Handbags & Clutches,Unisex,Grey,Winter,Casual,Wildcraft Unisex Grey Printed Messenger Bag
16959,/content/fashion_data/images/16959.jpg,Sunglasses & Eyewear,Women,Brown,Winter,Casual,Image Women Classic Eyewear Brown Sunglasses
25175,/content/fashion_data/images/25175.jpg,Handbags & Clutches,Women,Red,Winter,Casual,Lino Perros Women Red and Grey Handbag
25949,/content/fashion_data/images/25949.jpg,Scarves & Shawls,Women,Brown,Summer,Casual,Femella Women Printed Brown Scarf
5265,/content/fashion_data/images/5265.jpg,Handbags & Clutches,Unisex,Black,Winter,Casual,Wildcraft Unisex Black & Red Messenger Bag
14632,/content/fashion_data/images/14632.jpg,Scarves & Shawls,Men,Green,Fall,Casual,United Colors of Benetton Men Solid Green Mufflers
46427,/content/fashion_data/images/46427.jpg,Watches,Men,Black,Winter,Casual,Timex Men Black Dial Watch
43155,/content/fashion_data/images/43155.jpg,Watches,Women,Black,Winter,Casual,Fastrack Women Black Dial Watch
23276,/content/fashion_data/images/23276.jpg,Watches,Men,Black,Winter,Casual,Maxima Ssteele Men Black Watch
18837,/content/fashion_data/images/18837.jpg,Belts,Men,Brown,Summer,Formal,Peter England Men Formal Brown Belt
35313,/content/fashion_data/images/35313.jpg,Earrings,Women,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings
51656,/content/fashion_data/images/51656.jpg,Watches,Men,Black,Winter,Casual,Fossil Men Black Dial Chronograph Watch CH2737
30661,/content/fashion_data/images/30661.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Park Avenue Men Black Sunglasses
25181,/content/fashion_data/images/25181.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Lino Perros Women Leatherite Brown Handbag
40516,/content/fashion_data/images/40516.jpg,Watches,Men,White,Winter,Casual,Titan Men White Dial Watch
21521,/content/fashion_data/images/21521.jpg,Handbags & Clutches,Women,Pink,Winter,Casual,Kiara Women Rose Pink Handbag
53101,/content/fashion_data/images/53101.jpg,Earrings,Women,Silver,Winter,Casual,Fabindia Silver Drop Earrings
32304,/content/fashion_data/images/32304.jpg,Watches,Women,White,Winter,Casual,Q&Q Women White Dial Watch
45256,/content/fashion_data/images/45256.jpg,Watches,Men,Black,Winter,Casual,Casio Edifice Men Analog Watch EF-130D-1A5VDF(ED419)
21713,/content/fashion_data/images/21713.jpg,Watches,Men,Blue,Winter,Casual,Fossil Men Blue Dial Chronograph Watch CH2752
48549,/content/fashion_data/images/48549.jpg,Belts,Women,Black,Summer,Casual,Wrangler Women Black Belt
47165,/content/fashion_data/images/47165.jpg,Belts,Men,Black,Summer,Casual,Peter England Men Black Belt
48911,/content/fashion_data/images/48911.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Women Silver Pendant with Chain
29926,/content/fashion_data/images/29926.jpg,Watches,Men,Black,Winter,Casual,Police Men Black Dial Watch PL12778MSU-61
42417,/content/fashion_data/images/42417.jpg,Handbags & Clutches,Unisex,Purple,Summer,Casual,American Tourister Unisex Purple Messenger Bag
30037,/content/fashion_data/images/30037.jpg,Watches,Men,Silver,Winter,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 233LSS
17427,/content/fashion_data/images/17427.jpg,Watches,Men,White,Winter,Casual,CASIO G-Shock Men White Analogue & Digital Watch G274
42625,/content/fashion_data/images/42625.jpg,Earrings,Women,Silver,Winter,Casual,Estelle Women Earrings
30205,/content/fashion_data/images/30205.jpg,Handbags & Clutches,Women,Pink,Summer,Casual,Nike Women Track Tote Pink Handbag
40172,/content/fashion_data/images/40172.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Fastrack Men UV protected Sporty Wrap Sunglasses
33480,/content/fashion_data/images/33480.jpg,Belts,Women,Purple,Spring,Casual,Baggit Women Purple Belt
21979,/content/fashion_data/images/21979.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Murcia Women Casual Black Clutch
53565,/content/fashion_data/images/53565.jpg,Watches,Men,Black,Winter,Casual,Q&Q Men Black Dial Watch
38434,/content/fashion_data/images/38434.jpg,Handbags & Clutches,Women,Blue,Summer,Casual,Baggit Women Blue Handbag
53905,/content/fashion_data/images/53905.jpg,Handbags & Clutches,Women,Beige,Summer,Casual,Kiara Women Beige Handbag
21519,/content/fashion_data/images/21519.jpg,Handbags & Clutches,Women,White,Winter,Casual,Kiara Women Glossy White Handbag
18033,/content/fashion_data/images/18033.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Lino Perros Women Solid Brown Handbag
48743,/content/fashion_data/images/48743.jpg,Bracelets & Bangles,Men,Steel,Summer,Casual,Revv Men Steel Bangle
43199,/content/fashion_data/images/43199.jpg,Watches,Men,Metallic,Winter,Casual,Fastrack Men Gunmetal-Toned Dial Watch NA3015AL01
35925,/content/fashion_data/images/35925.jpg,Handbags & Clutches,Women,Yellow,Summer,Casual,Peperone Women Yellow Clutch
8784,/content/fashion_data/images/8784.jpg,Sunglasses & Eyewear,Unisex,Brown,Winter,Casual,Fastrack Unisex Brown Sunglasses
